date,store_id,store_name,region,store_type,sku,product_name,category,current_stock,total_forecast,average_daily_forecast,stockout_probability,stockout_risk,anomaly_status,anomaly_score,days_of_stock,supplier_lead_time_days,safety_stock,min_stock,max_stock,case_pack,inventory_status,recommended_order,recommended_cartons
2026-08-31,BTU001,Bintulu,Bintulu,Medium,SKU00146,ValueMax Sauce 750G,Food,431,20,2.86,0.0,LOW,NORMAL,0.083,20.5,6,112,216,672,8,HEALTHY,0,0
2026-08-31,KCH001,Vivacity,Kuching,Large,SKU00146,ValueMax Sauce 750G,Food,475,25,3.57,0.0,LOW,NORMAL,0.0446,17.9,6,112,216,672,8,HEALTHY,0,0
2026-08-31,KCH002,BDC,Kuching,Medium,SKU00146,ValueMax Sauce 750G,Food,128,20,2.86,0.9935,HIGH,NORMAL,0.0905,5.7,6,112,216,672,8,BELOW MINIMUM STOCK,8,1
2026-08-31,KCH003,4th Mile,Kuching,Medium,SKU00146,ValueMax Sauce 750G,Food,938,19,2.71,0.0,LOW,ANOMALY,-0.1002,45.3,6,112,216,672,8,OVERSTOCK,0,0
2026-08-31,KCH004,Tabuan Jaya,Kuching,Medium,SKU00146,ValueMax Sauce 750G,Food,477,20,2.86,0.0,LOW,NORMAL,0.0281,21.7,6,112,216,672,8,HEALTHY,0,0
2026-08-31,KCH005,Satok,Kuching,Medium,SKU00146,ValueMax Sauce 750G,Food,911,19,2.71,0.0,LOW,ANOMALY,-0.1002,45.6,6,112,216,672,8,OVERSTOCK,0,0
2026-08-31,KSM001,Kota Samarahan,Kota Samarahan,Medium,SKU00146,ValueMax Sauce 750G,Food,940,19,2.71,0.0,LOW,ANOMALY,-0.1002,48.7,6,112,216,672,8,OVERSTOCK,0,0
2026-08-31,MYY001,Miri,Miri,Large,SKU00146,ValueMax Sauce 750G,Food,797,24,3.43,0.0,LOW,ANOMALY,-0.0908,32.1,6,112,216,672,8,OVERSTOCK,0,0
2026-08-31,SBW001,Sibu,Sibu,Large,SKU00146,ValueMax Sauce 750G,Food,454,23,3.29,0.0,LOW,NORMAL,0.0163,18.3,6,112,216,672,8,HEALTHY,0,0
2026-08-31,SRN001,Serian,Serian,Small,SKU00146,ValueMax Sauce 750G,Food,409,17,2.43,0.0,LOW,ANOMALY,-0.0027,22.9,6,112,216,672,8,HEALTHY,0,0
2026-08-31,BTU001,Bintulu,Bintulu,Medium,SKU00147,EverChoice Canned Food 250G,Food,294,13,1.86,0.0,LOW,NORMAL,0.0608,21.2,10,72,132,420,12,HEALTHY,0,0
2026-08-31,KCH001,Vivacity,Kuching,Large,SKU00147,EverChoice Canned Food 250G,Food,83,16,2.29,0.9982,HIGH,NORMAL,0.1559,4.9,10,72,132,420,12,BELOW MINIMUM STOCK,12,1
2026-08-31,KCH002,BDC,Kuching,Medium,SKU00147,EverChoice Canned Food 250G,Food,251,14,2.0,0.0,LOW,NORMAL,0.106,17.7,10,72,132,420,12,HEALTHY,0,0
2026-08-31,KCH003,4th Mile,Kuching,Medium,SKU00147,EverChoice Canned Food 250G,Food,511,12,1.71,0.0,LOW,ANOMALY,-0.0359,39.7,10,72,132,420,12,OVERSTOCK,0,0
2026-08-31,KCH004,Tabuan Jaya,Kuching,Medium,SKU00147,EverChoice Canned Food 250G,Food,322,14,2.0,0.0,LOW,NORMAL,0.1132,23.2,10,72,132,420,12,HEALTHY,0,0
2026-08-31,KCH005,Satok,Kuching,Medium,SKU00147,EverChoice Canned Food 250G,Food,50,12,1.71,0.9913,HIGH,NORMAL,0.0134,3.9,10,72,132,420,12,BELOW MINIMUM STOCK,36,3
2026-08-31,KSM001,Kota Samarahan,Kota Samarahan,Medium,SKU00147,EverChoice Canned Food 250G,Food,266,11,1.57,0.0,LOW,NORMAL,0.0784,20.7,10,72,132,420,12,HEALTHY,0,0
2026-08-31,MYY001,Miri,Miri,Large,SKU00147,EverChoice Canned Food 250G,Food,279,15,2.14,0.0,LOW,NORMAL,0.0999,17.0,10,72,132,420,12,HEALTHY,0,0
2026-08-31,SBW001,Sibu,Sibu,Large,SKU00147,EverChoice Canned Food 250G,Food,308,15,2.14,0.0,LOW,NORMAL,0.0595,19.8,10,72,132,420,12,HEALTHY,0,0
2026-08-31,SRN001,Serian,Serian,Small,SKU00147,EverChoice Canned Food 250G,Food,280,11,1.57,0.0,LOW,NORMAL,0.1242,24.5,10,72,132,420,12,HEALTHY,0,0
2026-08-31,BTU001,Bintulu,Bintulu,Medium,SKU00148,DailyBest Sauce 6PCS,Food,72,3,0.43,0.0,LOW,NORMAL,0.1111,25.2,10,18,30,96,6,HEALTHY,0,0
2026-08-31,KCH001,Vivacity,Kuching,Large,SKU00148,DailyBest Sauce 6PCS,Food,116,3,0.43,0.0,LOW,NORMAL,0.0402,33.8,10,18,30,96,6,OVERSTOCK,0,0
2026-08-31,KCH002,BDC,Kuching,Medium,SKU00148,DailyBest Sauce 6PCS,Food,120,2,0.29,0.0,LOW,NORMAL,0.0166,33.6,10,18,30,96,6,OVERSTOCK,0,0
2026-08-31,KCH003,4th Mile,Kuching,Medium,SKU00148,DailyBest Sauce 6PCS,Food,66,3,0.43,0.0,LOW,NORMAL,0.1895,20.1,10,18,30,96,6,HEALTHY,0,0
2026-08-31,KCH004,Tabuan Jaya,Kuching,Medium,SKU00148,DailyBest Sauce 6PCS,Food,59,2,0.29,0.0,LOW,NORMAL,0.1403,18.0,10,18,30,96,6,HEALTHY,0,0
2026-08-31,KCH005,Satok,Kuching,Medium,SKU00148,DailyBest Sauce 6PCS,Food,63,3,0.43,0.0,LOW,NORMAL,0.108,22.0,10,18,30,96,6,HEALTHY,0,0
2026-08-31,KSM001,Kota Samarahan,Kota Samarahan,Medium,SKU00148,DailyBest Sauce 6PCS,Food,124,3,0.43,0.0,LOW,NORMAL,0.0342,48.2,10,18,30,96,6,OVERSTOCK,0,0
2026-08-31,MYY001,Miri,Miri,Large,SKU00148,DailyBest Sauce 6PCS,Food,16,4,0.57,0.8378,HIGH,NORMAL,0.0855,4.3,10,18,30,96,6,BELOW MINIMUM STOCK,6,1
2026-08-31,SBW001,Sibu,Sibu,Large,SKU00148,DailyBest Sauce 6PCS,Food,10,3,0.43,0.9068,HIGH,NORMAL,0.0973,2.9,10,18,30,96,6,BELOW MINIMUM STOCK,12,2
2026-08-31,SRN001,Serian,Serian,Small,SKU00148,DailyBest Sauce 6PCS,Food,69,2,0.29,0.0,LOW,NORMAL,0.1658,30.2,10,18,30,96,6,HEALTHY,0,0
2026-08-31,BTU001,Bintulu,Bintulu,Medium,SKU00149,DailyBest Rice 24PCS,Food,687,17,2.43,0.0,LOW,ANOMALY,-0.0827,35.4,6,96,184,576,8,OVERSTOCK,0,0
2026-08-31,KCH001,Vivacity,Kuching,Large,SKU00149,DailyBest Rice 24PCS,Food,735,22,3.14,0.0,LOW,ANOMALY,-0.0822,30.4,6,96,184,576,8,OVERSTOCK,0,0
2026-08-31,KCH002,BDC,Kuching,Medium,SKU00149,DailyBest Rice 24PCS,Food,759,19,2.71,0.0,LOW,ANOMALY,-0.0949,38.0,6,96,184,576,8,OVERSTOCK,0,0
2026-08-31,KCH003,4th Mile,Kuching,Medium,SKU00149,DailyBest Rice 24PCS,Food,430,18,2.57,0.0,LOW,NORMAL,0.0148,23.5,6,96,184,576,8,HEALTHY,0,0
2026-08-31,KCH004,Tabuan Jaya,Kuching,Medium,SKU00149,DailyBest Rice 24PCS,Food,92,19,2.71,0.9941,HIGH,NORMAL,0.1156,4.7,6,96,184,576,8,BELOW MINIMUM STOCK,24,3
2026-08-31,KCH005,Satok,Kuching,Medium,SKU00149,DailyBest Rice 24PCS,Food,412,17,2.43,0.0,LOW,NORMAL,0.0732,23.3,6,96,184,576,8,HEALTHY,0,0
2026-08-31,KSM001,Kota Samarahan,Kota Samarahan,Medium,SKU00149,DailyBest Rice 24PCS,Food,432,17,2.43,0.0,LOW,NORMAL,0.0141,24.2,6,96,184,576,8,HEALTHY,0,0
2026-08-31,MYY001,Miri,Miri,Large,SKU00149,DailyBest Rice 24PCS,Food,334,21,3.0,0.0,LOW,NORMAL,0.0423,15.0,6,96,184,576,8,HEALTHY,0,0
2026-08-31,SBW001,Sibu,Sibu,Large,SKU00149,DailyBest Rice 24PCS,Food,83,17,2.43,0.9923,HIGH,ANOMALY,-0.0061,4.9,6,96,184,576,8,BELOW MINIMUM STOCK,32,4
2026-08-31,SRN001,Serian,Serian,Small,SKU00149,DailyBest Rice 24PCS,Food,335,15,2.14,0.0,LOW,NORMAL,0.0481,20.6,6,96,184,576,8,HEALTHY,0,0
2026-08-31,BTU001,Bintulu,Bintulu,Medium,SKU00150,PrimeValue Cooking Oil 1L,Food,820,21,3.0,0.0,LOW,ANOMALY,-0.0932,37.0,8,108,204,648,12,OVERSTOCK,0,0
2026-08-31,KCH001,Vivacity,Kuching,Large,SKU00150,PrimeValue Cooking Oil 1L,Food,478,26,3.71,0.0,LOW,NORMAL,0.0641,17.5,8,108,204,648,12,HEALTHY,0,0
2026-08-31,KCH002,BDC,Kuching,Medium,SKU00150,PrimeValue Cooking Oil 1L,Food,130,22,3.14,0.9963,HIGH,ANOMALY,-0.0023,5.7,8,108,204,648,12,BELOW MINIMUM STOCK,0,0
2026-08-31,KCH003,4th Mile,Kuching,Medium,SKU00150,PrimeValue Cooking Oil 1L,Food,765,20,2.86,0.0,LOW,ANOMALY,-0.0951,35.0,8,108,204,648,12,OVERSTOCK,0,0
2026-08-31,KCH004,Tabuan Jaya,Kuching,Medium,SKU00150,PrimeValue Cooking Oil 1L,Food,875,22,3.14,0.0,LOW,ANOMALY,-0.1002,38.3,8,108,204,648,12,OVERSTOCK,0,0
2026-08-31,KCH005,Satok,Kuching,Medium,SKU00150,PrimeValue Cooking Oil 1L,Food,130,19,2.71,0.9789,HIGH,NORMAL,0.0842,6.3,8,108,204,648,12,BELOW MINIMUM STOCK,0,0
2026-08-31,KSM001,Kota Samarahan,Kota Samarahan,Medium,SKU00150,PrimeValue Cooking Oil 1L,Food,79,19,2.71,0.9979,HIGH,NORMAL,0.0356,3.9,8,108,204,648,12,BELOW MINIMUM STOCK,48,4
2026-08-31,MYY001,Miri,Miri,Large,SKU00150,PrimeValue Cooking Oil 1L,Food,793,24,3.43,0.0,LOW,ANOMALY,-0.0908,30.7,8,108,204,648,12,OVERSTOCK,0,0
2026-08-31,SBW001,Sibu,Sibu,Large,SKU00150,PrimeValue Cooking Oil 1L,Food,457,24,3.43,0.0,LOW,NORMAL,0.0729,18.4,8,108,204,648,12,HEALTHY,0,0
2026-08-31,SRN001,Serian,Serian,Small,SKU00150,PrimeValue Cooking Oil 1L,Food,414,18,2.57,0.0,LOW,NORMAL,0.1357,22.6,8,108,204,648,12,HEALTHY,0,0
2026-08-31,BTU001,Bintulu,Bintulu,Medium,SKU00151,PureLife Sauce 500ML,Food,584,25,3.57,0.0,LOW,NORMAL,0.0528,21.4,12,128,252,800,4,HEALTHY,0,0
2026-08-31,KCH001,Vivacity,Kuching,Large,SKU00151,PureLife Sauce 500ML,Food,475,31,4.43,0.0,LOW,NORMAL,0.0153,14.0,12,128,252,800,4,HEALTHY,0,0
2026-08-31,KCH002,BDC,Kuching,Medium,SKU00151,PureLife Sauce 500ML,Food,969,26,3.71,0.0,LOW,ANOMALY,-0.0988,34.4,12,128,252,800,4,OVERSTOCK,0,0
2026-08-31,KCH003,4th Mile,Kuching,Medium,SKU00151,PureLife Sauce 500ML,Food,1003,25,3.57,0.0,LOW,ANOMALY,-0.0973,38.8,12,128,252,800,4,OVERSTOCK,0,0
2026-08-31,KCH004,Tabuan Jaya,Kuching,Medium,SKU00151,PureLife Sauce 500ML,Food,94,26,3.71,0.9983,HIGH,NORMAL,0.079,3.4,12,128,252,800,4,BELOW MINIMUM STOCK,60,15
2026-08-31,KCH005,Satok,Kuching,Medium,SKU00151,PureLife Sauce 500ML,Food,504,24,3.43,0.0,LOW,NORMAL,0.0837,19.9,12,128,252,800,4,HEALTHY,0,0
2026-08-31,KSM001,Kota Samarahan,Kota Samarahan,Medium,SKU00151,PureLife Sauce 500ML,Food,531,23,3.29,0.0,LOW,ANOMALY,-0.0034,21.5,12,128,252,800,4,HEALTHY,0,0
2026-08-31,MYY001,Miri,Miri,Large,SKU00151,PureLife Sauce 500ML,Food,556,30,4.29,0.0,LOW,NORMAL,0.0555,17.7,12,128,252,800,4,HEALTHY,0,0
2026-08-31,SBW001,Sibu,Sibu,Large,SKU00151,PureLife Sauce 500ML,Food,611,28,4.0,0.0,LOW,NORMAL,0.0342,19.7,12,128,252,800,4,HEALTHY,0,0
2026-08-31,SRN001,Serian,Serian,Small,SKU00151,PureLife Sauce 500ML,Food,558,20,2.86,0.0,LOW,ANOMALY,-0.0414,24.3,12,128,252,800,4,HEALTHY,0,0
2026-08-31,BTU001,Bintulu,Bintulu,Medium,SKU00152,FreshMart Milk Powder 1L,Food,862,24,3.43,0.0,LOW,ANOMALY,-0.0924,33.7,6,120,240,744,12,OVERSTOCK,0,0
2026-08-31,KCH001,Vivacity,Kuching,Large,SKU00152,FreshMart Milk Powder 1L,Food,485,30,4.29,0.0,LOW,ANOMALY,-0.0415,15.2,6,120,240,744,12,HEALTHY,0,0
2026-08-31,KCH002,BDC,Kuching,Medium,SKU00152,FreshMart Milk Powder 1L,Food,122,25,3.57,0.9987,HIGH,NORMAL,0.0369,4.6,6,120,240,744,12,BELOW MINIMUM STOCK,24,2
2026-08-31,KCH003,4th Mile,Kuching,Medium,SKU00152,FreshMart Milk Powder 1L,Food,535,24,3.43,0.0,LOW,ANOMALY,-0.0499,21.3,6,120,240,744,12,HEALTHY,0,0
2026-08-31,KCH004,Tabuan Jaya,Kuching,Medium,SKU00152,FreshMart Milk Powder 1L,Food,486,25,3.57,0.0,LOW,NORMAL,0.0595,18.5,6,120,240,744,12,HEALTHY,0,0
2026-08-31,KCH005,Satok,Kuching,Medium,SKU00152,FreshMart Milk Powder 1L,Food,511,22,3.14,0.0,LOW,NORMAL,0.024,20.8,6,120,240,744,12,HEALTHY,0,0
2026-08-31,KSM001,Kota Samarahan,Kota Samarahan,Medium,SKU00152,FreshMart Milk Powder 1L,Food,537,22,3.14,0.0,LOW,ANOMALY,-0.0416,22.6,6,120,240,744,12,HEALTHY,0,0
2026-08-31,MYY001,Miri,Miri,Large,SKU00152,FreshMart Milk Powder 1L,Food,1018,28,4.0,0.0,LOW,ANOMALY,-0.1003,33.5,6,120,240,744,12,OVERSTOCK,0,0
2026-08-31,SBW001,Sibu,Sibu,Large,SKU00152,FreshMart Milk Powder 1L,Food,461,28,4.0,0.0,LOW,ANOMALY,-0.0142,15.9,6,120,240,744,12,HEALTHY,0,0
2026-08-31,SRN001,Serian,Serian,Small,SKU00152,FreshMart Milk Powder 1L,Food,562,21,3.0,0.0,LOW,ANOMALY,-0.0408,26.4,6,120,240,744,12,HEALTHY,0,0
2026-08-31,BTU001,Bintulu,Bintulu,Medium,SKU00153,FreshMart Biscuits 750G,Food,289,15,2.14,0.0,LOW,NORMAL,0.0452,17.9,2,72,144,450,6,HEALTHY,0,0
2026-08-31,KCH001,Vivacity,Kuching,Large,SKU00153,FreshMart Biscuits 750G,Food,591,19,2.71,0.0,LOW,ANOMALY,-0.0456,28.9,2,72,144,450,6,OVERSTOCK,0,0
2026-08-31,KCH002,BDC,Kuching,Medium,SKU00153,FreshMart Biscuits 750G,Food,85,12,1.71,0.0005,LOW,NORMAL,0.0059,99.2,2,72,144,450,6,BELOW MINIMUM STOCK,0,0
2026-08-31,KCH003,4th Mile,Kuching,Medium,SKU00153,FreshMart Biscuits 750G,Food,350,15,2.14,0.0,LOW,NORMAL,0.0994,22.5,2,72,144,450,6,HEALTHY,0,0
2026-08-31,KCH004,Tabuan Jaya,Kuching,Medium,SKU00153,FreshMart Biscuits 750G,Food,78,16,2.29,0.9992,HIGH,NORMAL,0.0569,4.7,2,72,144,450,6,BELOW MINIMUM STOCK,12,2
2026-08-31,KCH005,Satok,Kuching,Medium,SKU00153,FreshMart Biscuits 750G,Food,335,15,2.14,0.0,LOW,NORMAL,0.0626,22.1,2,72,144,450,6,HEALTHY,0,0
2026-08-31,KSM001,Kota Samarahan,Kota Samarahan,Medium,SKU00153,FreshMart Biscuits 750G,Food,351,14,2.0,0.0,LOW,NORMAL,0.09,24.3,2,72,144,450,6,HEALTHY,0,0
2026-08-31,MYY001,Miri,Miri,Large,SKU00153,FreshMart Biscuits 750G,Food,274,18,2.57,0.0,LOW,NORMAL,0.0402,14.6,2,72,144,450,6,HEALTHY,0,0
2026-08-31,SBW001,Sibu,Sibu,Large,SKU00153,FreshMart Biscuits 750G,Food,305,17,2.43,0.0,LOW,ANOMALY,-0.0076,16.3,2,72,144,450,6,HEALTHY,0,0
2026-08-31,SRN001,Serian,Serian,Small,SKU00153,FreshMart Biscuits 750G,Food,275,13,1.86,0.0,LOW,NORMAL,0.1378,19.8,2,72,144,450,6,HEALTHY,0,0
2026-08-31,BTU001,Bintulu,Bintulu,Medium,SKU00154,UrbanFresh Sauce 250G,Food,376,9,1.29,0.0,LOW,NORMAL,0.0054,36.6,8,48,96,288,8,OVERSTOCK,0,0
2026-08-31,KCH001,Vivacity,Kuching,Large,SKU00154,UrbanFresh Sauce 250G,Food,60,11,1.57,0.0486,LOW,NORMAL,0.0294,7.6,8,48,96,288,8,BELOW MINIMUM STOCK,0,0
2026-08-31,KCH002,BDC,Kuching,Medium,SKU00154,UrbanFresh Sauce 250G,Food,172,10,1.43,0.0,LOW,NORMAL,0.1406,16.7,8,48,96,288,8,HEALTHY,0,0
2026-08-31,KCH003,4th Mile,Kuching,Medium,SKU00154,UrbanFresh Sauce 250G,Food,351,9,1.29,0.0,LOW,NORMAL,0.0069,36.1,8,48,96,288,8,OVERSTOCK,0,0
2026-08-31,KCH004,Tabuan Jaya,Kuching,Medium,SKU00154,UrbanFresh Sauce 250G,Food,221,9,1.29,0.0,LOW,NORMAL,0.1163,21.8,8,48,96,288,8,HEALTHY,0,0
2026-08-31,KCH005,Satok,Kuching,Medium,SKU00154,UrbanFresh Sauce 250G,Food,173,9,1.29,0.0,LOW,NORMAL,0.0757,17.8,8,48,96,288,8,HEALTHY,0,0
2026-08-31,KSM001,Kota Samarahan,Kota Samarahan,Medium,SKU00154,UrbanFresh Sauce 250G,Food,183,9,1.29,0.0,LOW,NORMAL,0.0791,19.1,8,48,96,288,8,HEALTHY,0,0
2026-08-31,MYY001,Miri,Miri,Large,SKU00154,UrbanFresh Sauce 250G,Food,192,11,1.57,0.0,LOW,NORMAL,0.1201,15.8,8,48,96,288,8,HEALTHY,0,0
2026-08-31,SBW001,Sibu,Sibu,Large,SKU00154,UrbanFresh Sauce 250G,Food,56,11,1.57,0.9309,HIGH,NORMAL,0.1061,4.9,8,48,96,288,8,BELOW MINIMUM STOCK,8,1
2026-08-31,SRN001,Serian,Serian,Small,SKU00154,UrbanFresh Sauce 250G,Food,364,8,1.14,0.0,LOW,NORMAL,0.0066,42.5,8,48,96,288,8,OVERSTOCK,0,0
2026-08-31,BTU001,Bintulu,Bintulu,Medium,SKU00155,FamilyChoice Canned Food 2L,Food,267,12,1.71,0.0,LOW,NORMAL,0.0576,21.5,8,56,112,352,8,HEALTHY,0,0
2026-08-31,KCH001,Vivacity,Kuching,Large,SKU00155,FamilyChoice Canned Food 2L,Food,219,15,2.14,0.0,LOW,NORMAL,0.0492,13.7,8,56,112,352,8,HEALTHY,0,0
2026-08-31,KCH002,BDC,Kuching,Medium,SKU00155,FamilyChoice Canned Food 2L,Food,231,12,1.71,0.0,LOW,NORMAL,0.1669,17.0,8,56,112,352,8,HEALTHY,0,0
2026-08-31,KCH003,4th Mile,Kuching,Medium,SKU00155,FamilyChoice Canned Food 2L,Food,58,12,1.71,0.9309,HIGH,NORMAL,0.1323,4.7,8,56,112,352,8,BELOW MINIMUM STOCK,16,2
2026-08-31,KCH004,Tabuan Jaya,Kuching,Medium,SKU00155,FamilyChoice Canned Food 2L,Food,46,11,1.57,0.8776,HIGH,NORMAL,0.0401,4.9,8,56,112,352,8,BELOW MINIMUM STOCK,24,3
2026-08-31,KCH005,Satok,Kuching,Medium,SKU00155,FamilyChoice Canned Food 2L,Food,232,12,1.71,0.0,LOW,NORMAL,0.1843,19.3,8,56,112,352,8,HEALTHY,0,0
2026-08-31,KSM001,Kota Samarahan,Kota Samarahan,Medium,SKU00155,FamilyChoice Canned Food 2L,Food,244,12,1.71,0.0,LOW,NORMAL,0.1299,21.3,8,56,112,352,8,HEALTHY,0,0
2026-08-31,MYY001,Miri,Miri,Large,SKU00155,FamilyChoice Canned Food 2L,Food,255,15,2.14,0.0,LOW,NORMAL,0.0797,17.2,8,56,112,352,8,HEALTHY,0,0
2026-08-31,SBW001,Sibu,Sibu,Large,SKU00155,FamilyChoice Canned Food 2L,Food,208,14,2.0,0.0,LOW,NORMAL,0.1452,13.9,8,56,112,352,8,HEALTHY,0,0
2026-08-31,SRN001,Serian,Serian,Small,SKU00155,FamilyChoice Canned Food 2L,Food,256,10,1.43,0.0,LOW,NORMAL,0.1913,23.9,8,56,112,352,8,HEALTHY,0,0
2026-08-31,BTU001,Bintulu,Bintulu,Medium,SKU00156,HomePlus Noodles 24PCS,Food,517,29,4.14,0.0,LOW,ANOMALY,-0.0097,16.6,9,132,264,840,12,HEALTHY,0,0
2026-08-31,KCH001,Vivacity,Kuching,Large,SKU00156,HomePlus Noodles 24PCS,Food,1074,36,5.14,0.0,LOW,ANOMALY,-0.1278,27.7,9,132,264,840,12,OVERSTOCK,0,0
2026-08-31,KCH002,BDC,Kuching,Medium,SKU00156,HomePlus Noodles 24PCS,Food,1109,31,4.43,0.0,LOW,ANOMALY,-0.1043,34.5,9,132,264,840,12,OVERSTOCK,0,0
2026-08-31,KCH003,4th Mile,Kuching,Medium,SKU00156,HomePlus Noodles 24PCS,Food,159,28,4.0,0.7917,HIGH,NORMAL,0.0172,5.4,9,132,264,840,12,BELOW MINIMUM STOCK,12,1
2026-08-31,KCH004,Tabuan Jaya,Kuching,Medium,SKU00156,HomePlus Noodles 24PCS,Food,574,31,4.43,0.0,LOW,ANOMALY,-0.0096,18.3,9,132,264,840,12,HEALTHY,0,0
2026-08-31,KCH005,Satok,Kuching,Medium,SKU00156,HomePlus Noodles 24PCS,Food,147,28,4.0,0.9956,HIGH,ANOMALY,-0.027,5.0,9,132,264,840,12,BELOW MINIMUM STOCK,24,2
2026-08-31,KSM001,Kota Samarahan,Kota Samarahan,Medium,SKU00156,HomePlus Noodles 24PCS,Food,160,26,3.71,0.9938,HIGH,ANOMALY,-0.0201,5.6,9,132,264,840,12,BELOW MINIMUM STOCK,0,0
2026-08-31,MYY001,Miri,Miri,Large,SKU00156,HomePlus Noodles 24PCS,Food,488,35,5.0,0.0,LOW,ANOMALY,-0.029,13.2,9,132,264,840,12,HEALTHY,0,0
2026-08-31,SBW001,Sibu,Sibu,Large,SKU00156,HomePlus Noodles 24PCS,Food,545,33,4.71,0.0,LOW,NORMAL,0.0882,15.4,9,132,264,840,12,HEALTHY,0,0
2026-08-31,SRN001,Serian,Serian,Small,SKU00156,HomePlus Noodles 24PCS,Food,490,24,3.43,0.0,LOW,NORMAL,0.0901,18.8,9,132,264,840,12,HEALTHY,0,0
2026-08-31,BTU001,Bintulu,Bintulu,Medium,SKU00157,GoldenHarvest Milk Powder 1L,Food,582,29,4.14,0.0,LOW,ANOMALY,-0.0665,18.8,4,144,288,864,24,HEALTHY,0,0
2026-08-31,KCH001,Vivacity,Kuching,Large,SKU00157,GoldenHarvest Milk Powder 1L,Food,169,36,5.14,0.9544,HIGH,ANOMALY,-0.0757,4.4,4,144,288,864,24,BELOW MINIMUM STOCK,24,1
2026-08-31,KCH002,BDC,Kuching,Medium,SKU00157,GoldenHarvest Milk Powder 1L,Food,668,31,4.43,0.0,LOW,ANOMALY,-0.1016,20.3,4,144,288,864,24,HEALTHY,0,0
2026-08-31,KCH003,4th Mile,Kuching,Medium,SKU00157,GoldenHarvest Milk Powder 1L,Food,523,28,4.0,0.0,LOW,ANOMALY,-0.0051,17.2,4,144,288,864,24,HEALTHY,0,0
2026-08-31,KCH004,Tabuan Jaya,Kuching,Medium,SKU00157,GoldenHarvest Milk Powder 1L,Food,641,29,4.14,0.0,LOW,ANOMALY,-0.0081,19.9,4,144,288,864,24,HEALTHY,0,0
2026-08-31,KCH005,Satok,Kuching,Medium,SKU00157,GoldenHarvest Milk Powder 1L,Food,185,27,3.86,0.989,HIGH,NORMAL,0.0461,6.3,4,144,288,864,24,BELOW MINIMUM STOCK,0,0
2026-08-31,KSM001,Kota Samarahan,Kota Samarahan,Medium,SKU00157,GoldenHarvest Milk Powder 1L,Food,112,21,3.0,0.9984,HIGH,ANOMALY,-0.0413,4.5,4,144,288,864,24,BELOW MINIMUM STOCK,72,3
2026-08-31,MYY001,Miri,Miri,Large,SKU00157,GoldenHarvest Milk Powder 1L,Food,552,34,4.86,0.0,LOW,ANOMALY,-0.0477,15.1,4,144,288,864,24,HEALTHY,0,0
2026-08-31,SBW001,Sibu,Sibu,Large,SKU00157,GoldenHarvest Milk Powder 1L,Food,611,33,4.71,0.0,LOW,ANOMALY,-0.0416,17.2,4,144,288,864,24,HEALTHY,0,0
2026-08-31,SRN001,Serian,Serian,Small,SKU00157,GoldenHarvest Milk Powder 1L,Food,127,24,3.43,0.9966,HIGH,ANOMALY,-0.004,4.9,4,144,288,864,24,BELOW MINIMUM STOCK,48,2
2026-08-31,BTU001,Bintulu,Bintulu,Medium,SKU00158,PrimeValue Sauce 500ML,Food,527,24,3.43,0.0,LOW,NORMAL,0.0172,20.0,10,120,240,720,24,HEALTHY,0,0
2026-08-31,KCH001,Vivacity,Kuching,Large,SKU00158,PrimeValue Sauce 500ML,Food,843,29,4.14,0.0,LOW,ANOMALY,-0.1043,26.0,10,120,240,720,24,OVERSTOCK,0,0
2026-08-31,KCH002,BDC,Kuching,Medium,SKU00158,PrimeValue Sauce 500ML,Food,453,25,3.57,0.0,LOW,NORMAL,0.0948,16.8,10,120,240,720,24,HEALTHY,0,0
2026-08-31,KCH003,4th Mile,Kuching,Medium,SKU00158,PrimeValue Sauce 500ML,Food,478,24,3.43,0.0,LOW,ANOMALY,-0.0059,19.2,10,120,240,720,24,HEALTHY,0,0
2026-08-31,KCH004,Tabuan Jaya,Kuching,Medium,SKU00158,PrimeValue Sauce 500ML,Food,430,25,3.57,0.0,LOW,NORMAL,0.0238,16.3,10,120,240,720,24,HEALTHY,0,0
2026-08-31,KCH005,Satok,Kuching,Medium,SKU00158,PrimeValue Sauce 500ML,Food,102,23,3.29,0.997,HIGH,ANOMALY,-0.0226,4.2,10,120,240,720,24,BELOW MINIMUM STOCK,48,2
2026-08-31,KSM001,Kota Samarahan,Kota Samarahan,Medium,SKU00158,PrimeValue Sauce 500ML,Food,114,23,3.29,0.9956,HIGH,ANOMALY,-0.0118,4.7,10,120,240,720,24,BELOW MINIMUM STOCK,48,2
2026-08-31,MYY001,Miri,Miri,Large,SKU00158,PrimeValue Sauce 500ML,Food,502,29,4.14,0.0,LOW,NORMAL,0.0235,16.5,10,120,240,720,24,HEALTHY,0,0
2026-08-31,SBW001,Sibu,Sibu,Large,SKU00158,PrimeValue Sauce 500ML,Food,551,27,3.86,0.0,LOW,NORMAL,0.0403,18.5,10,120,240,720,24,HEALTHY,0,0
2026-08-31,SRN001,Serian,Serian,Small,SKU00158,PrimeValue Sauce 500ML,Food,936,20,2.86,0.0,LOW,ANOMALY,-0.0959,42.5,10,120,240,720,24,OVERSTOCK,0,0
2026-08-31,BTU001,Bintulu,Bintulu,Medium,SKU00159,PureLife Biscuits 500G,Food,523,16,2.29,0.0,LOW,ANOMALY,-0.0317,31.0,5,72,144,450,6,OVERSTOCK,0,0
